Time,Run,Score,Model,RCP,Prescription
0,run1,1129923770,CCSM4_RCP85,RCP85,Transition
0,run2,1129923770,CCSM4_RCP85,RCP85,Transition
0,run3,1129923770,CCSM4_RCP85,RCP85,Transition
0,run4,1129923770,CCSM4_RCP85,RCP85,Transition
0,run5,1129923770,CCSM4_RCP85,RCP85,Transition
10,run1,927221872,CCSM4_RCP85,RCP85,Transition
10,run2,926633984.5,CCSM4_RCP85,RCP85,Transition
10,run3,927446211.8,CCSM4_RCP85,RCP85,Transition
10,run4,926963226.8,CCSM4_RCP85,RCP85,Transition
10,run5,925866967.4,CCSM4_RCP85,RCP85,Transition
20,run1,942041419.2,CCSM4_RCP85,RCP85,Transition
20,run2,944346617.1,CCSM4_RCP85,RCP85,Transition
20,run3,943741284.3,CCSM4_RCP85,RCP85,Transition
20,run4,942761348.3,CCSM4_RCP85,RCP85,Transition
20,run5,943841217.4,CCSM4_RCP85,RCP85,Transition
30,run1,1208149821,CCSM4_RCP85,RCP85,Transition
30,run2,1206884274,CCSM4_RCP85,RCP85,Transition
30,run3,1208220370,CCSM4_RCP85,RCP85,Transition
30,run4,1207932805,CCSM4_RCP85,RCP85,Transition
30,run5,1205602339,CCSM4_RCP85,RCP85,Transition
40,run1,1289762218,CCSM4_RCP85,RCP85,Transition
40,run2,1288668886,CCSM4_RCP85,RCP85,Transition
40,run3,1290495253,CCSM4_RCP85,RCP85,Transition
40,run4,1290757004,CCSM4_RCP85,RCP85,Transition
40,run5,1290184135,CCSM4_RCP85,RCP85,Transition
50,run1,1537115216,CCSM4_RCP85,RCP85,Transition
50,run2,1534547010,CCSM4_RCP85,RCP85,Transition
50,run3,1537976045,CCSM4_RCP85,RCP85,Transition
50,run4,1535744754,CCSM4_RCP85,RCP85,Transition
50,run5,1533467175,CCSM4_RCP85,RCP85,Transition
60,run1,1926932554,CCSM4_RCP85,RCP85,Transition
60,run2,1925372893,CCSM4_RCP85,RCP85,Transition
60,run3,1925196140,CCSM4_RCP85,RCP85,Transition
60,run4,1926551398,CCSM4_RCP85,RCP85,Transition
60,run5,1924170255,CCSM4_RCP85,RCP85,Transition
70,run1,2219534132,CCSM4_RCP85,RCP85,Transition
70,run2,2217059825,CCSM4_RCP85,RCP85,Transition
70,run3,2219200643,CCSM4_RCP85,RCP85,Transition
70,run4,2218732728,CCSM4_RCP85,RCP85,Transition
70,run5,2217983656,CCSM4_RCP85,RCP85,Transition
80,run1,2700657212,CCSM4_RCP85,RCP85,Transition
80,run2,2698741622,CCSM4_RCP85,RCP85,Transition
80,run3,2700913375,CCSM4_RCP85,RCP85,Transition
80,run4,2700707622,CCSM4_RCP85,RCP85,Transition
80,run5,2700953353,CCSM4_RCP85,RCP85,Transition
