Time,Run,Score,Model,RCP,Prescription
0,run1,1129923770,MIROC-ESM-CHEM_RCP85,RCP85,Transition
0,run2,1129923770,MIROC-ESM-CHEM_RCP85,RCP85,Transition
0,run3,1129923770,MIROC-ESM-CHEM_RCP85,RCP85,Transition
0,run4,1129923770,MIROC-ESM-CHEM_RCP85,RCP85,Transition
0,run5,1129923770,MIROC-ESM-CHEM_RCP85,RCP85,Transition
10,run1,978744786.7,MIROC-ESM-CHEM_RCP85,RCP85,Transition
10,run2,977908488.3,MIROC-ESM-CHEM_RCP85,RCP85,Transition
10,run3,979497265.3,MIROC-ESM-CHEM_RCP85,RCP85,Transition
10,run4,978214240.9,MIROC-ESM-CHEM_RCP85,RCP85,Transition
10,run5,978435938.4,MIROC-ESM-CHEM_RCP85,RCP85,Transition
20,run1,1170140741,MIROC-ESM-CHEM_RCP85,RCP85,Transition
20,run2,1169384241,MIROC-ESM-CHEM_RCP85,RCP85,Transition
20,run3,1168475489,MIROC-ESM-CHEM_RCP85,RCP85,Transition
20,run4,1168177894,MIROC-ESM-CHEM_RCP85,RCP85,Transition
20,run5,1170021670,MIROC-ESM-CHEM_RCP85,RCP85,Transition
30,run1,1214399714,MIROC-ESM-CHEM_RCP85,RCP85,Transition
30,run2,1213080955,MIROC-ESM-CHEM_RCP85,RCP85,Transition
30,run3,1211858822,MIROC-ESM-CHEM_RCP85,RCP85,Transition
30,run4,1213867278,MIROC-ESM-CHEM_RCP85,RCP85,Transition
30,run5,1214311913,MIROC-ESM-CHEM_RCP85,RCP85,Transition
40,run1,1234863305,MIROC-ESM-CHEM_RCP85,RCP85,Transition
40,run2,1229005108,MIROC-ESM-CHEM_RCP85,RCP85,Transition
40,run3,1227843344,MIROC-ESM-CHEM_RCP85,RCP85,Transition
40,run4,1229840603,MIROC-ESM-CHEM_RCP85,RCP85,Transition
40,run5,1230050185,MIROC-ESM-CHEM_RCP85,RCP85,Transition
50,run1,1437862260,MIROC-ESM-CHEM_RCP85,RCP85,Transition
50,run2,1434280548,MIROC-ESM-CHEM_RCP85,RCP85,Transition
50,run3,1433891682,MIROC-ESM-CHEM_RCP85,RCP85,Transition
50,run4,1437263905,MIROC-ESM-CHEM_RCP85,RCP85,Transition
50,run5,1438894565,MIROC-ESM-CHEM_RCP85,RCP85,Transition
60,run1,1738150643,MIROC-ESM-CHEM_RCP85,RCP85,Transition
60,run2,1735509665,MIROC-ESM-CHEM_RCP85,RCP85,Transition
60,run3,1733959058,MIROC-ESM-CHEM_RCP85,RCP85,Transition
60,run4,1738456871,MIROC-ESM-CHEM_RCP85,RCP85,Transition
60,run5,1737964767,MIROC-ESM-CHEM_RCP85,RCP85,Transition
70,run1,1955412333,MIROC-ESM-CHEM_RCP85,RCP85,Transition
70,run2,1952454451,MIROC-ESM-CHEM_RCP85,RCP85,Transition
70,run3,1950922055,MIROC-ESM-CHEM_RCP85,RCP85,Transition
70,run4,1953359633,MIROC-ESM-CHEM_RCP85,RCP85,Transition
70,run5,1954621108,MIROC-ESM-CHEM_RCP85,RCP85,Transition
80,run1,2054044516,MIROC-ESM-CHEM_RCP85,RCP85,Transition
80,run2,2051319715,MIROC-ESM-CHEM_RCP85,RCP85,Transition
80,run3,2048895276,MIROC-ESM-CHEM_RCP85,RCP85,Transition
80,run4,2053069976,MIROC-ESM-CHEM_RCP85,RCP85,Transition
80,run5,2053178950,MIROC-ESM-CHEM_RCP85,RCP85,Transition
