Time,Run,Score,Model,RCP,Prescription
0,run1,1129923770,CCSM4_RCP85,RCP85,Resilience
0,run2,1129923770,CCSM4_RCP85,RCP85,Resilience
0,run3,1129923770,CCSM4_RCP85,RCP85,Resilience
0,run4,1129923770,CCSM4_RCP85,RCP85,Resilience
0,run5,1129923770,CCSM4_RCP85,RCP85,Resilience
10,run1,1172953638,CCSM4_RCP85,RCP85,Resilience
10,run2,1172912509,CCSM4_RCP85,RCP85,Resilience
10,run3,1172790480,CCSM4_RCP85,RCP85,Resilience
10,run4,1173112055,CCSM4_RCP85,RCP85,Resilience
10,run5,1172976340,CCSM4_RCP85,RCP85,Resilience
20,run1,1352119628,CCSM4_RCP85,RCP85,Resilience
20,run2,1352110813,CCSM4_RCP85,RCP85,Resilience
20,run3,1349937706,CCSM4_RCP85,RCP85,Resilience
20,run4,1351922661,CCSM4_RCP85,RCP85,Resilience
20,run5,1352259477,CCSM4_RCP85,RCP85,Resilience
30,run1,1747272386,CCSM4_RCP85,RCP85,Resilience
30,run2,1747641170,CCSM4_RCP85,RCP85,Resilience
30,run3,1743239624,CCSM4_RCP85,RCP85,Resilience
30,run4,1748051953,CCSM4_RCP85,RCP85,Resilience
30,run5,1747696725,CCSM4_RCP85,RCP85,Resilience
40,run1,1713725122,CCSM4_RCP85,RCP85,Resilience
40,run2,1714911199,CCSM4_RCP85,RCP85,Resilience
40,run3,1710705045,CCSM4_RCP85,RCP85,Resilience
40,run4,1714556012,CCSM4_RCP85,RCP85,Resilience
40,run5,1714156995,CCSM4_RCP85,RCP85,Resilience
50,run1,1825505335,CCSM4_RCP85,RCP85,Resilience
50,run2,1827940901,CCSM4_RCP85,RCP85,Resilience
50,run3,1823220428,CCSM4_RCP85,RCP85,Resilience
50,run4,1823300063,CCSM4_RCP85,RCP85,Resilience
50,run5,1830178233,CCSM4_RCP85,RCP85,Resilience
60,run1,2115313063,CCSM4_RCP85,RCP85,Resilience
60,run2,2109502493,CCSM4_RCP85,RCP85,Resilience
60,run3,2108257009,CCSM4_RCP85,RCP85,Resilience
60,run4,2108473611,CCSM4_RCP85,RCP85,Resilience
60,run5,2117483465,CCSM4_RCP85,RCP85,Resilience
70,run1,2270452808,CCSM4_RCP85,RCP85,Resilience
70,run2,2258832102,CCSM4_RCP85,RCP85,Resilience
70,run3,2258314973,CCSM4_RCP85,RCP85,Resilience
70,run4,2261966171,CCSM4_RCP85,RCP85,Resilience
70,run5,2271845456,CCSM4_RCP85,RCP85,Resilience
80,run1,2268780653,CCSM4_RCP85,RCP85,Resilience
80,run2,2258132694,CCSM4_RCP85,RCP85,Resilience
80,run3,2258288118,CCSM4_RCP85,RCP85,Resilience
80,run4,2261305094,CCSM4_RCP85,RCP85,Resilience
80,run5,2270058252,CCSM4_RCP85,RCP85,Resilience
