MapCode,SpeciesName,CohortAge,CohortBiomass
0,PITA,10,100
60470,PITA,30,868.12
60470,PITA,40,7298.39
60470,LIST2,60,726.11
49088,PITA,30,1907.84
49088,ACRU,20,84.7
49088,ACRU,40,271.7
49088,ACRU,50,374.99
49088,CAGL8,60,47.74
49088,CAAL27,10,22.44
49088,LIST2,10,24.09
49088,LIST2,20,108.57
49088,LIST2,30,287.65
49088,LIST2,40,312.4
49088,LIST2,50,317.24
49088,LITU,10,31.24
49088,LITU,40,142.34
49088,PRSE2,10,112.31
49088,PRSE2,20,310.915
49088,PRSE2,30,1404.7
49088,QUAL,50,233.31
49088,QUAL,60,466.4
49088,QUAL,70,670.12
49088,QUFA,40,931.15
49088,QURU,20,82.72
49088,QURU,30,362.12
49088,QURU,40,733.26
49088,QURU,50,636.9
49591,PITA,10,95.26
49591,PITA,20,777.48
49591,PITA,30,5343.69
49591,ACRU,10,54.89
49591,ACRU,20,143.99
49591,LIST2,10,50.93
49591,LIST2,20,66.11
50039,JUVI,30,187.715
50039,PITA,30,1267.695
50039,PITA,40,28092.24
50039,PITA,50,4057.9
50039,ACRU,50,482.9
50039,ACRU,60,744.205
50039,LIST2,10,22.55
50039,LIST2,40,238.59
50039,LIST2,50,504.68
50039,LIST2,60,2039.95
50039,QUFA,10,18.48
50039,QUFA,20,78.87
49603,PITA,10,402.6
49603,PITA,20,4355.89
49603,PITA,30,1404.04
49603,LIST2,10,41.91
49603,LITU,10,24.2
49603,QUCO2,40,97.35
49603,QUNI,10,28.05
49603,QUNI,20,88.44
49768,PIEC2,60,470.25
49768,ACRU,10,32.45
49768,ACRU,20,143.99
49768,ACRU,30,1031.91
49768,ACRU,40,105.38
49768,ACRU,50,919.93
49768,ACRU,70,2051.39
49768,CAAL27,40,69.63
49768,LITU,40,458.59
49768,OXAR,20,443.19
49768,OXAR,30,916.08
49768,QUAL,50,136.73
49768,QUAL,70,549.12
49768,QUAL,80,1417.35
49768,QUCO2,50,250.25
49768,QUCO2,70,5782.37
49768,QUFA,60,688.82
49768,QUFA,70,2618.99
49768,QUST,60,356.62
49768,QUST,70,533.17
49768,QUVE,70,1204.5
48523,JUVI,50,419.76
48523,PITA,30,1267.695
48523,ACRU,30,353.87
48523,ACRU,40,114.73
48523,ACRU,50,686.51
48523,ACRU,60,523.49
48523,OXAR,20,144.98
48523,OXAR,30,857.78
48523,QUAL,60,205.59
48523,QUAL,70,2522.96
48523,QUAL,80,3117.18
48523,QUAL,90,13346.63
48523,QUCO2,70,151.36
48523,QUST,70,491.15
48523,QUVE,60,691.13
49916,JUVI,20,108.57
49916,JUVI,30,468.38
49916,JUVI,40,606.65
49916,PIVI2,40,550.66
49916,ACRU,10,57.97
49916,ACRU,50,260.81
49916,ACRU,60,1355.2
49916,LITU,20,190.52
49916,LITU,30,267.41
49916,LITU,50,2066.9
49916,QUAL,50,108.35
49916,QUAL,70,886.6
49916,QUAL,80,1207.91
49916,QUCO2,60,736.12
49916,QURU,70,1465.86
49033,PIEC2,60,431.2
49033,PIVI2,10,179.52
49033,PIVI2,20,172.48
49033,PIVI2,40,430.32
49033,PIVI2,50,587.125
49033,PIVI2,60,7613.76
49033,ACRU,20,143.99
49033,LIST2,10,153.45
49033,LIST2,20,108.57
49033,LIST2,30,338.58
49033,LIST2,40,383.57
49033,LIST2,50,705.98
49033,LIST2,60,664.84
49033,LITU,10,48.4
49033,QUCO2,10,14.3
48921,ACRU,20,344.08
48921,ACRU,30,196.68
48921,ACRU,40,147.07
48921,ACRU,50,481.91
48921,ACRU,60,1308.45
48921,ACRU,70,2717.11
48921,NYBI,30,750.86
48921,NYBI,40,848.1
48921,QUNI,50,285.56
48921,QUNI,60,1381.16
48842,ACRU,10,54.89
48842,ACRU,40,107.25
48842,ACRU,60,744.205
48842,ACRU,70,1225.51
48842,CAGL8,60,153.23
48842,CAAL27,40,281.6
48842,FRAM2,40,159.94
48842,FRAM2,50,822.36
48842,LIST2,50,2313.52
48842,QUAL,10,33.99
48842,QUAL,20,97.02
48842,QUAL,40,502.7
48842,QUAL,50,353.65
48842,QUAL,60,1680.69
48842,QUAL,70,1493.47
48842,QUAL,80,2781.9
48842,QUFA,20,99.11
48842,QUST,70,675.18
49602,PITA,10,105.82
49602,PITA,30,2107.27
49602,ACRU,10,148.5
49602,ACRU,20,607.09
49602,CAGL8,10,86.35
49602,LITU,10,18.15
49602,LITU,20,87.23
50051,JUVI,20,42.46
50051,JUVI,40,81.73
50051,PITA,30,2360.93
50051,PITA,40,998.69
50051,ACRU,10,131.12
50051,ACRU,20,323.07
50051,ACRU,30,386.65
50051,CAGL8,10,43.23
50051,FAGR,10,10.78
50051,LIST2,10,32.34
50051,LIST2,20,423.94
50051,LIST2,30,624.47
50051,LIST2,40,732.6
50051,LIST2,50,176.55
50051,LIST2,60,1965.59
50051,LITU,10,48.4
50051,LITU,20,113.63
50051,LITU,30,694.21
50051,LITU,40,1130.69
50051,LITU,50,1767.59
50051,LITU,60,1103.96
50051,OXAR,20,152.57
50051,PRSE2,20,310.915
50051,QUCO2,60,1010.35
50051,QUPH,50,193.71
50051,QURU,20,122.65
50051,QUVE,10,29.92
50057,PITA,30,1267.695
50057,PITA,40,6608.25
50057,ACRU,20,143.99
50057,ACRU,50,687.17
50057,ACRU,60,1866.04
50057,ACRU,70,4520.89
50057,CAGL8,60,243.54
50057,FAGR,50,87.23
50057,LIST2,40,400.95
50057,LIST2,50,670.89
50057,LIST2,60,2535.39
50057,OXAR,30,125.73
50057,QUAL,10,28.05
50057,QUAL,60,331.21
50057,QUPH,20,88.44
50057,QUPH,50,466.4
50057,QURU,50,144.32
49144,JUVI,50,302.72
49144,PIEC2,50,190.41
49144,PIEC2,60,2999.7
49144,PIVI2,40,184.745
49144,PIVI2,50,587.125
49144,PIVI2,60,3111.79
49144,ACRU,20,118.91
49144,ACRU,70,2417.36
49144,CAAL27,20,140.47
49144,CAAL27,40,293.04
49144,CAAL27,50,1103.08
49144,LIST2,10,14.08
49144,LIST2,60,1319.34
49144,LITU,10,55.66
49144,LITU,20,99.55
49144,LITU,40,428.34
49144,LITU,50,2540.34
49144,LITU,60,5304.09
49144,OXAR,50,481.03
49144,OXAR,60,1010.9
49144,QUCO2,70,1777.875
49144,QURU,20,131.01
49144,QUVE,40,731.06
49095,FRPE,50,579.81
49095,FRPE,60,1338.81
49095,LIST2,50,502.04
49095,LIST2,60,1714.9
49095,LIST2,70,8260.45
49093,PITA,20,375.43
49093,PITA,30,1267.695
49093,PITA,40,2296.03
49093,LIST2,10,99.11
49093,LIST2,20,237.6
49093,LIST2,30,338.58
49093,LIST2,40,453.53
49093,LITU,10,48.4
49093,LITU,20,113.63
49093,PRSE2,10,62.04
49093,QUAL,10,15.51
49093,QUAL,50,104.94
49093,QUFA,20,110.22
49093,QUPH,40,105.38
49082,PITA,30,1267.695
49082,PITA,40,20154.64
49082,LIST2,10,106.81
49340,PITA,30,3913.47
49340,PITA,40,3867.82
49340,ACRU,10,42.79
49340,ACRU,60,744.205
49340,FRPE,10,40.59
49340,FRPE,20,132.88
49340,FRPE,30,2079.33
49340,FRPE,40,790.46
49340,LITU,10,143.77
49340,LITU,20,70.51
49340,LITU,30,72.27
49340,LITU,40,298.76
49639,JUVI,50,157.19
49639,JUVI,60,493.9
49639,PITA,10,33.44
49639,PITA,20,375.43
49639,PITA,30,1267.695
49639,PITA,40,2357.41
49639,PIVI2,30,431.53
49639,ACRU,10,54.89
49639,ACRU,20,143.99
49639,ACRU,40,102.52
49639,ACRU,50,331.76
49639,CAGL8,60,113.41
49639,CAGL8,70,415.47
49639,CAAL27,50,376.86
49639,LITU,20,113.63
49639,OXAR,20,24.42
49639,PRSE2,30,156.31
49639,QUAL,30,133.43
49639,QUAL,50,134.97
49639,QUAL,70,403.26
49639,QURU,10,21.67
49639,QURU,20,317.13
49751,ACRU,10,34.65
49751,ACRU,20,143.99
49751,ACRU,50,108.24
49751,ACRU,60,447.26
49751,CAGL8,70,106.04
49751,CAAL27,20,179.85
49751,LIST2,10,14.63
49751,LIST2,40,163.13
49751,LITU,20,344.52
49751,LITU,30,1666.61
49751,LITU,40,86.24
49751,OXAR,20,313.17
49751,OXAR,30,101.2
49751,QUAL,50,95.59
49751,QUAL,70,469.04
49751,QUCO2,60,1733.38
49751,QUFA,70,880.55
49751,QUPR2,20,65.89
49751,QUPR2,50,108.46
49751,QUPR2,60,904.42
49751,QUPR2,70,998.69
49751,QUPR2,80,3126.42
49751,QUST,60,214.83
49751,QUST,70,365.09
49751,QUVE,10,31.79
49751,QUVE,60,691.13
49070,PITA,30,1267.695
49070,PITA,40,4941.97
49070,CAAL27,10,64.02
49070,CAAL27,20,250.25
49070,LIST2,10,17.27
49070,LIST2,30,542.63
49070,LIST2,40,264.44
49070,OXAR,20,376.86
49070,PRSE2,30,1054.79
49070,QUAL,20,195.36
49070,QUAL,30,206.91
49070,QUAL,60,944.68
49070,QUNI,10,36.85
49070,QUNI,20,130.35
49070,QUNI,40,107.8
49070,QUNI,50,185.57
49070,QURU,50,648.45
49070,QUVE,30,191.07
48837,PITA,30,1267.695
48837,PITA,40,2857.91
48837,ACRU,50,219.67
48837,FRAM2,20,138.6
48837,FRAM2,40,166.705
48837,LIST2,10,84.15
48837,LIST2,20,108.57
48837,LIST2,30,338.58
48837,LIST2,40,1280.07
48837,LIST2,50,1329.35
48837,LITU,20,113.63
48837,LITU,40,567.93
48837,LITU,50,559.35
48837,OXAR,30,104.39
48838,JUVI,20,70.95
48838,JUVI,40,221.1
48838,JUVI,50,138.49
48838,LITU,50,373.23
48838,QUNI,60,481.69
48838,QUNI,90,12556.72
49383,PITA,30,378.29
49383,PITA,40,5557.53
49383,CAAL27,20,77.55
49383,LIST2,10,70.62
49383,LIST2,20,57.75
49383,LIST2,50,263.34
49383,LITU,10,31.24
49383,LITU,20,312.18
49383,LITU,30,3109.81
49383,LITU,40,1141.8
49383,LITU,50,1151.59
49383,OXAR,30,181.005
49383,QUAL,10,31.46
49383,QUAL,70,1220.12
49383,QUFA,60,661.65
49383,QUFA,70,1184.26
49383,QUNI,10,50.27
49383,QUNI,20,98.89
49383,QURU,60,357.94
49383,QURU,70,1280.18
49383,QUST,60,238.7
49763,JUVI,50,157.74
49763,PITA,20,164.45
49763,PITA,30,901.34
49763,PITA,40,394.35
49763,ACRU,50,315.04
49763,ACRU,60,966.57
49763,ACRU,70,1738.385
49763,CAGL8,10,62.48
49763,CAGL8,20,67.76
49763,CAGL8,80,746.79
49763,CAGL8,90,2434.63
49763,FRAM2,50,321.75
49763,LIST2,40,56.21
49763,PRSE2,30,74.25
49763,QUAL,50,96.25
49763,QUAL,70,1257.08
49763,QUAL,90,3405.27
49763,QUST,60,394.68
49582,PITA,30,762.3
49582,ACRU,10,26.73
49582,ACRU,20,274.67
49582,ACRU,40,109.56
49582,ACRU,50,690.14
49582,LIST2,10,32.34
49582,LIST2,20,108.57
49582,LIST2,30,338.58
49582,LIST2,40,899.14
49582,LIST2,50,152.68
49582,LITU,10,34.76
49582,LITU,40,760.21
49582,PRSE2,20,315.48
49582,QUPH,10,32.01
48825,JUVI,10,37.29
48825,JUVI,30,165.77
48825,JUVI,50,261.47
48825,JUVI,60,220.77
48825,PIVI2,40,598.29
48825,PIVI2,50,552.86
48825,ACRU,20,143.99
48825,ACRU,50,200.31
48825,CAAL27,50,957.22
48825,FAGR,50,73.26
48825,FAGR,80,1150.49
48825,FRAM2,60,1258.95
48825,LITU,40,623.92
48825,LITU,50,3107.61
48825,PRSE2,30,1562.33
48825,PRSE2,40,528.22
48825,QUAL,50,81.84
48825,QUAL,60,378.29
48825,QUAL,80,1023.77
48825,QUAL,90,2620.53
49643,PITA,20,626.67
49643,PITA,30,3734.94
49643,PIVI2,10,83.49
49643,PIVI2,20,217.03
49643,PIVI2,30,298.43
49643,PIVI2,40,71.28
49643,FRAM2,10,30.03
49643,LIST2,10,318.12
49643,LIST2,20,172.92
49765,JUVI,10,21.45
49765,JUVI,50,245.19
49765,PIEC2,50,154.22
49765,PITA,10,23.21
49765,PITA,20,375.43
49765,PITA,30,1294.26
49765,ACRU,10,23.65
49765,ACRU,20,143.99
49765,ACRU,30,400.4
49765,ACRU,40,79.42
49765,FAGR,20,65.12
49765,FAGR,30,156.97
49765,FAGR,50,562.65
49765,FRAM2,30,646.03
49765,LIST2,10,32.34
49765,LIST2,20,127.38
49765,LIST2,30,338.58
49765,LIST2,40,213.4
49765,LIST2,50,645.04
49765,LITU,20,144.21
49765,LITU,30,63.8
49765,LITU,40,407.66
49765,LITU,50,562.54
49765,PRSE2,20,346.61
49765,QUAL,50,81.73
49765,QUFA,50,424.05
49765,QURU,60,241.23
49140,PITA,20,454.19
49140,PITA,30,891.33
49140,PITA,40,311.96
49140,ACRU,10,47.96
49140,ACRU,20,245.85
49140,ACRU,50,134.2
49140,LIST2,10,56.65
49140,LIST2,20,133.21
49140,LIST2,40,235.29
49140,LITU,10,227.04
49140,LITU,40,96.69
49140,PRSE2,10,18.04
49140,PRSE2,30,92.51
49140,QUAL,30,231.44
49140,QUAL,50,378.51
49140,QUAL,60,338.25
49140,QUAL,70,2316.6
49140,QUPH,20,92.73
49140,QURU,10,37.07
49140,QURU,20,117.81
49140,QURU,40,629.75
49140,QURU,50,109.67
49140,QURU,60,1432.42
49140,QUST,10,44.88
49724,PITA,20,389.95
49724,PITA,30,4031.39
49724,PITA,40,223.85
49724,LIST2,10,32.34
49724,LIST2,20,108.57
49724,LITU,10,61.82
49724,LITU,30,392.7
49724,PRSE2,10,22.77
49086,JUVI,30,114.07
49086,PIEC2,40,64.02
49086,PIEC2,60,506.99
49086,PITA,40,1944.03
49086,ACRU,40,147.07
49086,ACRU,50,169.18
49086,ACRU,60,404.91
49086,LIST2,40,107.69
49086,LIST2,50,185.57
49086,LITU,30,823.46
49086,LITU,50,335.17
49086,LITU,60,4986.85
49086,OXAR,30,114.51
49086,QUAL,40,488.51
49086,QUAL,60,682.33
49086,QUAL,70,1510.74
49086,QUAL,80,5272.74
49086,QUAL,90,4376.02
49086,QUFA,50,188.21
49086,QUFA,60,386.1
49086,QUFA,70,1045.33
49086,QURU,60,675.29
49086,QURU,70,1033.12
49086,QURU,80,5364.81
49089,PITA,30,796.07
49089,ACRU,10,44.99
49089,CAGL8,10,25.96
49089,CAAL27,20,99.44
49089,CAAL27,50,741.73
49089,FAGR,10,38.5
49089,FAGR,20,86.35
49089,FAGR,30,118.91
49089,FAGR,50,689.04
49089,FAGR,60,193.93
49089,FRPE,10,43.67
49089,LIST2,60,1126.4
49089,LITU,10,261.58
49089,LITU,20,113.63
49089,LITU,30,337.59
49089,LITU,40,319.88
49089,OXAR,30,181.005
49089,PRSE2,20,158.73
49089,PRSE2,30,85.58
49089,QUAL,10,29.7
49089,QUCO2,30,287.76
17060,PIEC2,50,170.885
17060,PIEC2,60,625.68
17060,PIST,10,96.25
17060,PIST,40,561.55
17060,PIST,50,266.42
17060,PIST,60,1002.87
17060,PIVI2,40,184.745
17060,PIVI2,50,587.125
17060,PIVI2,60,566.17
17060,ACRU,10,54.89
17060,ACRU,20,103.29
17060,OXAR,30,236.06
17060,QUFA,50,188.21
17060,QUFA,60,1015.96
17060,QUFA,70,1610.29
17060,QUST,50,131.89
72357,PITA,30,1267.695
72357,PITA,40,17625.41
72357,LIST2,20,74.25
72357,LIST2,30,468.82
72357,LIST2,40,89.1
72357,LITU,40,114.51
72357,LITU,50,1021.35
72357,OXAR,10,21.12
72357,OXAR,20,1139.6
72357,OXAR,30,825.88
72357,QUAL,40,488.51
72357,QUAL,50,268.18
72357,QUCO2,60,507.43
72357,QUFA,50,324.72
72357,QUPH,50,176.99
72357,QURU,50,449.46
72357,QURU,60,460.02
72357,QUVE,60,550.99
72009,PIEC2,60,428.67
72009,PIVI2,50,306.24
72009,ACRU,10,25.63
72009,CAGL8,60,142.12
72009,QUAL,50,109.56
72009,QUAL,60,2587.42
72009,QUAL,70,4172.3
72009,QUAL,90,739.86
72009,QUCO2,60,571.56
72009,QUCO2,70,2539.9
72009,QUPR2,50,76.89
72009,QUPR2,60,242.385
72009,QUPR2,70,986.81
72411,ACRU,10,54.89
72411,ACRU,40,707.63
72411,CAGL8,30,228.25
72411,CAAL27,10,43.01
72411,QUAL,50,136.73
72411,QUAL,60,1039.17
72411,QUAL,70,3895.98
72411,QUAL,80,8503
72411,QUAL,90,3515.6
72411,QUPR2,50,85.91
72411,QUPR2,60,431.97
72411,QUPR2,70,370.92
72508,PITA,10,34.1
72508,PITA,20,309.54
72508,PITA,30,718.63
72508,PIVI2,20,151.25
72508,LITU,10,25.08
72508,LITU,20,305.03
72508,LITU,30,391.38
72508,PRSE2,10,107.14
72508,PRSE2,20,228.69
72508,QUAL,10,43.56
72508,QUAL,30,130.35
73189,JUVI,10,15.95
73189,PITA,30,4730
73189,CAGL8,10,26.73
73189,CAGL8,30,106.48
73189,LIST2,10,66.33
73041,PIEC2,50,180.62
73041,PIEC2,60,262.79
73041,ACRU,50,323.29
73041,ACRU,60,1010.57
73041,ACRU,70,1243.33
73041,LIST2,10,32.34
73041,LIST2,20,108.57
73041,LIST2,30,338.58
73041,LIST2,40,63.91
73041,LIST2,50,417.23
73041,QUAL,10,31.46
73041,QUAL,60,548.02
73041,QUAL,70,1561.89
73041,QUAL,80,3660.47
73041,QUPH,10,40.26
73041,QUPH,20,93.17
73041,QUPH,30,482.9
73041,QUPH,40,86.9
73041,QUPH,50,388.3
73041,QURU,10,24.97
73041,QUST,50,268.51
73041,QUST,60,214.83
73041,QUST,70,777.48
73045,JUVI,10,297.11
73045,JUVI,20,166.32
73045,PIEC2,40,168.08
73045,PIEC2,50,206.25
73045,PITA,10,9.35
73045,PITA,30,10253.1
73045,PIVI2,10,37.29
73045,LIST2,30,338.03
73045,LITU,20,238.04
73045,PRSE2,10,20.68
73054,ACRU,40,215.71
73054,ACRU,60,744.205
73054,CAGL8,70,458.81
73054,CAAL27,40,746.9
73054,CAAL27,50,2442.77
73054,CAAL27,60,1754.83
73054,FAGR,70,650.43
73054,LIST2,30,219.56
73054,LIST2,40,165
73054,LIST2,50,417.23
73054,LIST2,60,1326.27
73054,LITU,50,1976.81
73054,QUAL,50,98.67
73054,QUAL,60,363.66
73054,QUAL,70,1883.31
73054,QUAL,80,2948.44
73054,QUAL,90,4103.33
73054,QUFA,60,904.2
73054,QUVE,70,1094.17
73089,JUVI,10,15.95
73089,JUVI,40,61.16
73089,ACRU,10,20.46
73089,ACRU,30,221.76
73089,ACRU,40,683.21
73089,CAAL27,40,315.48
73089,CAAL27,50,1635.59
73089,QUAL,50,143.11
73089,QUAL,60,886.05
73089,QUAL,70,5514.41
73089,QUAL,80,6567
73089,QUCO2,50,250.25
73089,QUCO2,60,938.74
73089,QUCO2,80,8427.43
73089,QUVE,60,1067.33
73089,QUVE,70,1319.12
73085,FRPE,60,2221.89
73085,FRPE,70,2330.79
73085,LIST2,10,10.89
73085,LIST2,20,75.02
73085,LIST2,50,121.44
73085,LIST2,60,2887.94
73085,LIST2,70,3529.46
73085,QURU,60,305.91
73085,QURU,80,2746.59
73085,QUST,70,469.15
73085,QUST,80,1314.445
73084,PIEC2,60,405.35
73084,ACRU,20,143.99
73084,ACRU,40,158.84
73084,ACRU,50,764.94
73084,ACRU,60,3000.25
73084,CAAL27,40,202.62
73084,FAGR,50,90.53
73084,LIST2,40,35.86
73084,LIST2,50,650.43
73084,LIST2,60,1440.67
73084,LITU,70,4984.43
73084,QUAL,60,451.77
73084,QUAL,70,2922.81
73084,QUAL,80,17885.56
73084,QUAL,90,4028.86
73084,QURU,50,225.39
73084,QUVE,60,482.24
73084,QUVE,70,1751.75
73084,QUVE,80,10168.62
72461,PITA,40,2024.11
72461,PIVI2,40,110.33
72461,PIVI2,50,361.46
72461,ACRU,10,54.89
72461,ACRU,50,174.46
72461,ACRU,60,554.29
72461,CAGL8,70,610.94
72461,CAAL27,20,107.03
72461,FAGR,60,253.11
72461,FAGR,80,7234.7
72461,LIST2,40,130.79
72461,LIST2,50,640.86
72461,LITU,40,315.48
72461,LITU,50,967.34
72461,LITU,60,1299.76
72461,QUAL,60,212.63
72461,QUAL,80,2604.91
72461,QUAL,90,3304.62
72461,QUFA,50,188.21
72461,QUFA,70,1613.92
72461,QUPH,50,348.59
72861,PITA,30,551.43
72861,PITA,40,2857.91
72861,PIVI2,50,463.65
72861,LIST2,10,9.24
72861,LIST2,40,197.67
72861,LIST2,50,1512.83
72861,LITU,40,1092.96
72861,LITU,50,2220.46
72861,LITU,60,3009.27
72861,QUFA,50,409.42
72861,QUFA,60,1020.36
72861,QUST,60,185.68
73599,PITA,30,6960.03
73599,PITA,40,2857.91
73599,ACRU,10,26.51
73599,ACRU,20,118.91
73599,ACRU,40,101.42
73599,LIST2,10,41.14
73599,LIST2,20,108.57
73599,LIST2,30,176.77
73599,LIST2,40,189.585
73599,LIST2,50,468.49
73599,LITU,50,801.9
72637,PITA,10,39.27
72637,PITA,20,218.79
72637,PITA,30,215.05
72878,JUVI,30,227.04
72878,PIVI2,20,217.03
72878,PIVI2,30,324.005
72878,PIVI2,40,1322.53
72878,PIVI2,50,884.51
72878,CAGL8,60,524.15
72878,CAAL27,10,172.48
72878,CAAL27,20,102.96
72878,CAAL27,30,493.13
72878,CAAL27,40,369.93
72878,FAGR,10,57.09
72878,FRAM2,10,43.89
72878,LITU,40,884.73
72878,PRSE2,20,310.915
72878,QUAL,50,221.32
72878,QUAL,60,621.94
72878,QUFA,40,96.69
72878,QUFA,50,395.12
72878,QUVE,10,30.855
72878,QUVE,20,112.53
72878,QUVE,30,432.19
72878,QUVE,40,1462.45
73245,ACRU,40,128.81
73245,ACRU,50,244.97
73245,ACRU,60,360.14
73245,CAGL8,60,169.51
73245,FAGR,60,132.55
73245,FAGR,80,872.3
73245,FRPE,50,320.32
73245,LIST2,50,138.82
73245,LITU,20,144.1
73245,LITU,40,1939.3
73245,LITU,50,2680.37
73245,PRSE2,30,1118.15
73245,PRSE2,40,1160.5
72779,PITA,10,31.02
72779,PITA,20,217.25
72779,CAAL27,40,168.63
72779,FAGR,60,253.11
72779,FAGR,80,1120.79
72779,LIST2,10,34.21
73280,PIEC2,50,100.21
73280,PIEC2,60,391.49
73280,PIVI2,40,124.19
73280,ACRU,20,111.65
73280,ACRU,30,239.25
73280,LIST2,50,179.19
73280,LIST2,60,627.33
73280,LITU,40,592.79
73280,QUAL,90,3234.22
73280,QURU,70,698.83
72631,PITA,40,1108.36
72631,ACRU,50,593.89
72631,ACRU,60,156.31
72631,LIST2,30,446.82
72631,QUAL,50,63.14
72631,QUAL,60,363.66
72631,QUAL,70,1335.95
72631,QUAL,80,13141.26
72631,QUCO2,70,1669.14
72631,QUFA,50,140.03
72631,QUFA,70,1694.22
72631,QUPH,50,241.12
72608,PITA,10,346.06
72608,PITA,20,1116.83
72608,LIST2,10,25.96
72082,PITA,10,22.77
72082,PITA,20,771.1
72082,PITA,30,190.74
72626,PITA,10,50.71
72626,PITA,20,375.43
72626,PITA,30,5465.02
72626,ACRU,10,17.38
72626,ACRU,40,80.63
72626,LIST2,10,62.7
72626,LIST2,20,108.57
72626,LIST2,30,338.58
72626,LIST2,40,348.81
72626,LIST2,50,145.31
72626,LITU,10,48.4
72626,LITU,20,100.54
72626,QUAL,10,16.28
72618,JUVI,70,696.96
72618,PITA,10,30.25
72618,ACRU,50,138.93
72618,ACRU,60,1787.94
72618,ACRU,70,1738.385
72618,LIST2,40,483.34
72618,LIST2,60,3346.64
72618,LIST2,70,1410.31
72352,PITA,10,1982.75
72352,PITA,20,4566.54
72352,PITA,30,191.4
72352,ACRU,40,100.1
72352,ACRU,50,323.29
72352,LIST2,50,417.23
72371,JUVI,10,21.45
72371,JUVI,20,54.01
72371,PITA,50,4677.53
72371,CAAL27,40,379.06
72371,FAGR,10,15.29
72371,LIST2,60,5473.38
72371,LIST2,70,1834.91
72371,LITU,40,277.97
72371,LITU,50,983.95
72371,QUAL,50,145.2
72371,QUAL,60,51.37
72371,QUAL,70,2080.1
72371,QUAL,80,4017.97
72371,QUAL,90,13787.07
72371,QUVE,60,691.13
72371,QUVE,80,6933.41
72003,ACRU,60,576.29
72003,CAGL8,70,577.94
72003,QUAL,50,136.73
72003,QUAL,60,391.38
72003,QUAL,70,2190.32
72003,QUAL,80,2567.95
72003,QUPR2,50,80.52
72003,QUPR2,60,177.21
72003,QUPR2,70,958.54
72003,QUPR2,80,1487.75
72003,QURU,70,1959.1
72003,QURU,80,735.79
72081,JUVI,50,71.17
72081,PITA,30,1267.695
72081,PITA,40,2857.91
72081,PIVI2,40,9.79
72081,PIVI2,50,587.125
72081,PIVI2,60,518.21
72081,LIST2,40,495.44
72081,LIST2,50,1423.07
72081,LITU,40,501.82
72081,PRSE2,40,437.36
73096,JUVI,10,25.85
73096,JUVI,20,78.65
73096,JUVI,30,437.58
73096,PIEC2,40,64.02
73096,PIEC2,50,3930.52
73096,PIEC2,60,9427
73096,PIEC2,70,6540.82
73096,PITA,40,2151.93
73096,ACRU,40,121.55
73096,ACRU,50,463.98
73096,OXAR,30,60.5
73096,QUFA,40,787.38
73096,QUVE,10,60.28
72267,LITU,60,1518.77
72267,QUAL,90,3092.43
72267,QUAL,100,8970.94
72267,QUFA,60,415.25
72267,QUVE,40,72.16
73272,JUVI,60,160.82
73272,PIVI2,40,1.76
73272,ACRU,40,76.12
73272,ACRU,50,444.95
73272,CAAL27,40,152.57
73272,LITU,40,34.32
73272,LITU,50,2805.55
73272,LITU,60,1947.66
73272,OXAR,20,274.78
73272,OXAR,30,298.32
73272,OXAR,40,235.4
73272,PRSE2,10,44.66
73272,PRSE2,20,310.915
73272,QUAL,50,106.81
73272,QUAL,60,777.81
73272,QUAL,70,926.31
73272,QUAL,80,2593.58
73272,QUFA,50,104.28
73272,QUPR2,70,708.29
73272,QUST,30,236.83
73272,QUVE,50,173.14
73272,QUVE,60,486.31
72830,PITA,20,264.44
72830,PITA,30,1104.29
72829,JUVI,20,40.48
72829,PIEC2,60,3822.06
72829,PIEC2,70,6240.96
72829,ACRU,30,205.59
72829,CAGL8,60,284.13
72829,CAGL8,80,1036.53
72829,CAAL27,40,177.98
72829,FRPE,40,141.9
72829,LIST2,40,77.11
72829,LIST2,50,632.5
72829,QUAL,30,288.86
72829,QUAL,60,616.66
72829,QUAL,70,2856.92
72829,QUAL,80,1487.2
72829,QUFA,50,602.91
72829,QUFA,70,1240.25
72829,QUPH,70,1751.75
72829,QUST,50,131.89
72829,QUST,70,570.46
72589,JUVI,20,54.01
72589,ACRU,40,96.8
72589,ACRU,50,440.88
72589,CAGL8,70,335.61
72589,CAAL27,40,818.51
72589,CAAL27,50,1381.93
72589,LITU,10,169.29
72589,LITU,40,213.4
72589,LITU,50,1493.91
72589,PRSE2,30,288.42
72589,QUAL,40,651.97
72589,QUAL,60,327.36
72589,QUAL,70,1509.75
72589,QUAL,90,5641.13
72939,PITA,20,477.07
72939,PITA,30,437.69
72939,LIST2,10,91.08
72939,LIST2,20,143.11
72939,LIST2,40,51.04
72939,LITU,10,237.38
72939,LITU,20,217.03
72939,LITU,30,64.35
72939,LITU,50,428.12
72939,QUNI,10,30.91
73812,PITA,10,26.73
73812,PITA,30,306.9
73812,ACRU,10,24.64
73812,LIST2,40,104.94
73812,LITU,40,282.7
73812,NYBI,10,28.6
73812,QUAL,60,103.4
73812,QUFA,20,67.98
73812,QUNI,40,181.39
72841,PIEC2,70,2215.84
72841,PIVI2,40,174.24
72841,CAAL27,20,202.18
72841,CAAL27,40,881.32
72841,CAAL27,50,709.28
72841,FRAM2,60,807.84
72841,LIST2,40,107.47
72841,LIST2,50,316.91
72841,LIST2,60,1133.11
